timestamp,LDWP_Hydro
12/1/2014, 0.28753 
1/1/2015, 0.30414 
2/1/2015, 0.28266 
3/1/2015, 0.32284 
4/1/2015, 0.32721 
5/1/2015, 0.30901 
6/1/2015, 0.31080 
7/1/2015, 0.30613 
8/1/2015, 0.30782 
9/1/2015, 0.29708 
10/1/2015, 0.27868 
11/1/2015, 0.28127 
12/1/2015, 0.28286 
1/1/2016, 0.30414 
2/1/2016, 0.31906 
3/1/2016, 0.37724 
4/1/2016, 0.37963 
5/1/2016, 0.37306 
6/1/2016, 0.37724 
7/1/2016, 0.36610 
8/1/2016, 0.34263 
9/1/2016, 0.33109 
10/1/2016, 0.30374 
11/1/2016, 0.32513 
12/1/2016, 0.31985 
1/1/2017, 0.52653 
2/1/2017, 0.50982 
3/1/2017, 0.61485 
4/1/2017, 0.61296 
5/1/2017, 0.64786 
6/1/2017, 0.60957 
7/1/2017, 0.58063 
8/1/2017, 0.53060 
9/1/2017, 0.45611 
10/1/2017, 0.41334 
11/1/2017, 0.40937 
12/1/2017, 0.40141 
1/1/2018, 0.34989 
2/1/2018, 0.35188 
3/1/2018, 0.40290 
4/1/2018, 0.49629 
5/1/2018, 0.49520 
6/1/2018, 0.47441 
7/1/2018, 0.46506 
8/1/2018, 0.61037 
9/1/2018, 0.53777 
10/1/2018, 0.49709 
11/1/2018, 0.41315 
12/1/2018, 0.37784 
1/1/2019, 0.31588 
2/1/2019, 0.39296 
3/1/2019, 0.51141 
4/1/2019, 0.73409 
5/1/2019, 0.62151 
6/1/2019, 0.53816 
7/1/2019, 0.54443 
8/1/2019, 0.54343 
9/1/2019, 0.63573 
10/1/2019, 0.61504 
11/1/2019, 0.36978 
12/1/2019, 0.34989 
1/1/2020, 0.32582 
2/1/2020, 0.42299 
3/1/2020, 0.49997 
4/1/2020, 0.48704 
5/1/2020, 0.59764 
6/1/2020, 0.50017 
7/1/2020, 0.46089 
8/1/2020, 0.59137 
9/1/2020, 0.58372 
10/1/2020, 0.38778 
11/1/2020, 0.37376 
12/1/2020, 0.40807 
