timestamp,CAISO_Hydro
5/1/2006, 0.73350 
6/1/2006, 0.68784 
7/1/2006, 0.71499 
8/1/2006, 0.62890 
9/1/2006, 0.53371 
10/1/2006, 0.48464 
11/1/2006, 0.49872 
12/1/2006, 0.50447 
1/1/2007, 0.46449 
2/1/2007, 0.44205 
3/1/2007, 0.49336 
4/1/2007, 0.47904 
5/1/2007, 0.53350 
6/1/2007, 0.50287 
7/1/2007, 0.58836 
8/1/2007, 0.54678 
9/1/2007, 0.48674 
10/1/2007, 0.43612 
11/1/2007, 0.43705 
12/1/2007, 0.41847 
1/1/2008, 0.42036 
2/1/2008, 0.39793 
3/1/2008, 0.42053 
4/1/2008, 0.52595 
5/1/2008, 0.55948 
6/1/2008, 0.51602 
7/1/2008, 0.61056 
8/1/2008, 0.62860 
9/1/2008, 0.45460 
10/1/2008, 0.37602 
11/1/2008, 0.35777 
12/1/2008, 0.35634 
1/1/2009, 0.39741 
2/1/2009, 0.42745 
3/1/2009, 0.50459 
4/1/2009, 0.53798 
5/1/2009, 0.60995 
6/1/2009, 0.58826 
7/1/2009, 0.65711 
8/1/2009, 0.57832 
9/1/2009, 0.49872 
10/1/2009, 0.44696 
11/1/2009, 0.40371 
12/1/2009, 0.40744 
1/1/2010, 0.41499 
2/1/2010, 0.41605 
3/1/2010, 0.49753 
4/1/2010, 0.52323 
5/1/2010, 0.62017 
6/1/2010, 0.66104 
7/1/2010, 0.70483 
8/1/2010, 0.63964 
9/1/2010, 0.54689 
10/1/2010, 0.46078 
11/1/2010, 0.48064 
12/1/2010, 0.55340 
1/1/2011, 0.57033 
2/1/2011, 0.50538 
3/1/2011, 0.62346 
4/1/2011, 0.69902 
5/1/2011, 0.74165 
6/1/2011, 0.70803 
7/1/2011, 0.76996 
8/1/2011, 0.67605 
9/1/2011, 0.59078 
10/1/2011, 0.46951 
11/1/2011, 0.46077 
12/1/2011, 0.45100 
1/1/2012, 0.41776 
2/1/2012, 0.39897 
3/1/2012, 0.45218 
4/1/2012, 0.51496 
5/1/2012, 0.60798 
6/1/2012, 0.56769 
7/1/2012, 0.60316 
8/1/2012, 0.57125 
9/1/2012, 0.53608 
10/1/2012, 0.45304 
11/1/2012, 0.43945 
12/1/2012, 0.45491 
1/1/2013, 0.45588 
2/1/2013, 0.44310 
3/1/2013, 0.48225 
4/1/2013, 0.52098 
5/1/2013, 0.54180 
6/1/2013, 0.54463 
7/1/2013, 0.60125 
8/1/2013, 0.54621 
9/1/2013, 0.47479 
10/1/2013, 0.42736 
11/1/2013, 0.39484 
12/1/2013, 0.38090 
1/1/2014, 0.37675 
2/1/2014, 0.36836 
3/1/2014, 0.40409 
4/1/2014, 0.44432 
5/1/2014, 0.51226 
6/1/2014, 0.50802 
7/1/2014, 0.52350 
8/1/2014, 0.47044 
9/1/2014, 0.42600 
10/1/2014, 0.38106 
11/1/2014, 0.37561 
12/1/2014, 0.38797 
1/1/2015, 0.39052 
2/1/2015, 0.38355 
3/1/2015, 0.40017 
4/1/2015, 0.40295 
5/1/2015, 0.41775 
6/1/2015, 0.44250 
7/1/2015, 0.49439 
8/1/2015, 0.47080 
9/1/2015, 0.43914 
10/1/2015, 0.37892 
11/1/2015, 0.35538 
12/1/2015, 0.38109 
1/1/2016, 0.40886 
2/1/2016, 0.45268 
3/1/2016, 0.57628 
4/1/2016, 0.58197 
5/1/2016, 0.62114 
6/1/2016, 0.64861 
7/1/2016, 0.67933 
8/1/2016, 0.59990 
9/1/2016, 0.54888 
10/1/2016, 0.46850 
11/1/2016, 0.47546 
12/1/2016, 0.51825 
1/1/2017, 0.64911 
2/1/2017, 0.60619 
3/1/2017, 0.74992 
4/1/2017, 0.73905 
5/1/2017, 0.78839 
6/1/2017, 0.73767 
7/1/2017, 0.77130 
8/1/2017, 0.71086 
9/1/2017, 0.60277 
10/1/2017, 0.50655 
11/1/2017, 0.48513 
12/1/2017, 0.48084 
1/1/2018, 0.46685 
2/1/2018, 0.42539 
3/1/2018, 0.50274 
4/1/2018, 0.64996 
5/1/2018, 0.63468 
6/1/2018, 0.60700 
7/1/2018, 0.64147 
8/1/2018, 0.60862 
9/1/2018, 0.55636 
10/1/2018, 0.45007 
11/1/2018, 0.42758 
12/1/2018, 0.45549 
1/1/2019, 0.46018 
2/1/2019, 0.53413 
3/1/2019, 0.75513 
4/1/2019, 0.79228 
5/1/2019, 0.79983 
6/1/2019, 0.78983 
7/1/2019, 0.79069 
8/1/2019, 0.72425 
9/1/2019, 0.61230 
10/1/2019, 0.53245 
11/1/2019, 0.47952 
12/1/2019, 0.51248 
1/1/2020, 0.48404 
2/1/2020, 0.43462 
3/1/2020, 0.42426 
4/1/2020, 0.50714 
5/1/2020, 0.61059 
6/1/2020, 0.56843 
7/1/2020, 0.57695 
8/1/2020, 0.58102 
9/1/2020, 0.47608 
10/1/2020, 0.46236 
11/1/2020, 0.42161 
12/1/2020, 0.39507 
