timestamp,PGE_Hydro
11/1/04,0.207860022
12/1/04,0.248234573
1/1/05,0.250064522
2/1/05,0.309162276
3/1/05,0.321062008
4/1/05,0.364274216
5/1/05,0.459229086
6/1/05,0.462494097
7/1/05,0.522638607
8/1/05,0.424617131
9/1/05,0.342790331
10/1/05,0.249558415
11/1/05,0.223598332
12/1/05,0.308073633
1/1/06,0.432790838
2/1/06,0.400109245
3/1/06,0.468820288
4/1/06,0.538256267
5/1/06,0.562644837
6/1/06,0.520673994
7/1/06,0.539551496
8/1/06,0.433220141
9/1/06,0.325804889
10/1/06,0.255410158
11/1/06,0.269162597
12/1/06,0.278732738
1/1/07,0.223807834
2/1/07,0.214363543
3/1/07,0.246946663
4/1/07,0.23004039
5/1/07,0.299090826
6/1/07,0.270570922
7/1/07,0.372730099
8/1/07,0.324711027
9/1/07,0.260792555
10/1/07,0.191061856
11/1/07,0.19809818
12/1/07,0.171340776
1/1/08,0.164158816
2/1/08,0.149008526
3/1/08,0.14766191
4/1/08,0.291107914
5/1/08,0.331447845
6/1/08,0.289400259
7/1/08,0.405639427
8/1/08,0.432863437
9/1/08,0.216142951
10/1/08,0.114068691
11/1/08,0.084202212
12/1/08,0.089822359
1/1/09,0.129736402
2/1/09,0.192136422
3/1/09,0.25902666
4/1/09,0.306892576
5/1/09,0.402917095
6/1/09,0.397504097
7/1/09,0.469011373
8/1/09,0.366368868
9/1/09,0.280909976
10/1/09,0.202562796
11/1/09,0.147978586
12/1/09,0.148496948
1/1/10,0.158090471
2/1/10,0.188726107
3/1/10,0.255660658
4/1/10,0.297545069
5/1/10,0.415925986
6/1/10,0.484481253
7/1/10,0.527649399
8/1/10,0.446556828
9/1/10,0.337616707
10/1/10,0.219706023
11/1/10,0.248119604
12/1/10,0.342224938
1/1/11,0.369432959
2/1/11,0.307740686
3/1/11,0.417000739
4/1/11,0.530907849
5/1/11,0.575943291
6/1/11,0.55022823
7/1/11,0.607934728
8/1/11,0.491356167
9/1/11,0.398838359
10/1/11,0.237961516
11/1/11,0.227265702
12/1/11,0.210631506
1/1/12,0.153295804
2/1/12,0.138000188
3/1/12,0.184815143
4/1/12,0.267598712
5/1/12,0.391860378
6/1/12,0.351261911
7/1/12,0.392182458
8/1/12,0.35207281
9/1/12,0.324607941
10/1/12,0.220119533
11/1/12,0.192143656
12/1/12,0.215771537
1/1/13,0.209028272
2/1/13,0.210353363
3/1/13,0.223848181
4/1/13,0.27920787
5/1/13,0.303708482
6/1/13,0.321910993
7/1/13,0.389239275
8/1/13,0.318960271
9/1/13,0.242596006
10/1/13,0.166292969
11/1/13,0.138602605
12/1/13,0.113108309
1/1/14,0.104349002
2/1/14,0.096616256
3/1/14,0.115632039
4/1/14,0.173687838
5/1/14,0.26185009
6/1/14,0.272269406
7/1/14,0.282935274
8/1/14,0.223463795
9/1/14,0.172193146
10/1/14,0.118819365
11/1/14,0.103554475
12/1/14,0.126840334
1/1/15,0.111192129
2/1/15,0.126202255
3/1/15,0.113946873
4/1/15,0.119567677
5/1/15,0.146925811
6/1/15,0.186538347
7/1/15,0.252879242
8/1/15,0.219496629
9/1/15,0.187797619
10/1/15,0.110059217
11/1/15,0.078343384
12/1/15,0.110375813
1/1/16,0.144360938
2/1/16,0.221627217
3/1/16,0.348023832
4/1/16,0.365894273
5/1/16,0.415440675
6/1/16,0.466183415
7/1/16,0.495448126
8/1/16,0.396178343
9/1/16,0.339143092
10/1/16,0.231969455
11/1/16,0.236305919
12/1/16,0.29649927
1/1/17,0.471765776
2/1/17,0.459440035
3/1/17,0.583004813
4/1/17,0.584872961
5/1/17,0.634339093
6/1/17,0.58937403
7/1/17,0.612850679
8/1/17,0.543614637
9/1/17,0.417562465
10/1/17,0.277354351
11/1/17,0.248976305
12/1/17,0.24225013
1/1/18,0.23100052
2/1/18,0.179702202
3/1/18,0.257022005
4/1/18,0.457532707
5/1/18,0.421670347
6/1/18,0.402471005
7/1/18,0.443321643
8/1/18,0.40329719
9/1/18,0.346203336
10/1/18,0.198875934
11/1/18,0.172022502
12/1/18,0.215490252
1/1/19,0.220536414
2/1/19,0.343107875
3/1/19,0.596741745
4/1/19,0.657465192
5/1/19,0.657864435
6/1/19,0.655050905
7/1/19,0.632446063
8/1/19,0.552518648
9/1/19,0.423965806
10/1/19,0.308325511
11/1/19,0.248821807
12/1/19,0.304450319
1/1/20,0.254944308
2/1/20,0.199220152
3/1/20,0.164223696
4/1/20,0.266535391
5/1/20,0.384777013
6/1/20,0.34583802
7/1/20,0.350207518
8/1/20,0.358962853
9/1/20,0.238665537
10/1/20,0.20800715
11/1/20,0.160320581
12/1/20,0.132115028
