timestamp,com_LDEV_25
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,0.0
2025-04-22,0.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,0.0
2025-04-29,0.0
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,0.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,0.0
2025-05-06,0.0
2025-05-07,0.0
2025-05-08,0.0
2025-05-09,0.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,0.0
2025-05-14,0.0
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,0.0
2025-05-20,0.0
2025-05-21,0.0
2025-05-22,0.0
2025-05-23,0.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.03346038890975082
2026-01-02,0.03314943201001605
2026-01-03,0.03346038890975082
2026-01-04,0.03346038890975082
2026-01-05,0.014598178328957585
2026-01-06,0.008958030814067559
2026-01-07,0.041472158566115046
2026-01-08,0.06085539585027406
2026-01-09,0.06333288772988234
2026-01-10,0.05356275112907317
2026-01-11,0.05356275112907317
2026-01-12,0.02490031006107958
2026-01-13,0.017854593549613586
2026-01-14,0.028902492552970553
2026-01-15,0.06753684441398083
2026-01-16,0.06085539585027406
2026-01-17,0.039531142887906705
2026-01-18,0.05102635178242169
2026-01-19,0.0182045801000326
2026-01-20,0.013448083939511576
2026-01-21,0.03679575437061648
2026-01-22,0.03727393688196167
2026-01-23,0.03679575437061648
2026-01-24,0.03346038890975082
2026-01-25,0.03346038890975082
2026-01-26,0.0182045801000326
2026-01-27,0.0182045801000326
2026-01-28,0.04075303363095171
2026-01-29,0.05570275597792025
2026-01-30,0.05356275112907317
2026-01-31,0.06745689102988475
2026-02-01,0.0466399971505314
2026-02-02,0.0231873479201336
2026-02-03,0.005610805986413653
2026-02-04,0.05356275112907317
2026-02-05,0.03346038890975082
2026-02-06,0.03346038890975082
2026-02-07,0.022034052766339643
2026-02-08,0.02442850270254912
2026-02-09,0.023602643466291682
2026-02-10,0.013866441669091213
2026-02-11,0.02442850270254912
2026-02-12,0.046840101670101775
2026-02-13,0.06085539585027406
2026-02-14,0.06886680251562147
2026-02-15,0.06085539585027406
2026-02-16,0.007661895310990426
2026-02-17,0.0182045801000326
2026-02-18,0.026996164036285724
2026-02-19,0.03273324552501677
2026-02-20,0.03679575437061648
2026-02-21,0.041472158566115046
2026-02-22,0.017964277829084024
2026-02-23,0.017049001496613064
2026-02-24,0.017049001496613064
2026-02-25,0.016441870666426918
2026-02-26,0.04075303363095171
2026-02-27,0.05102635178242169
2026-02-28,0.03600675354046292
2026-03-01,0.041472158566115046
2026-03-02,0.023602643466291682
2026-03-03,0.009878289788568842
2026-03-04,0.03346038890975082
2026-03-05,0.03346038890975082
2026-03-06,0.05570275597792025
2026-03-07,0.03679575437061648
2026-03-08,0.023040415867661285
2026-03-09,0.01236444027061742
2026-03-10,0.021698486194187218
2026-03-11,0.03284741087457432
2026-03-12,0.0344976246312596
2026-03-13,0.015250713962642675
2026-03-14,0.015250713962642675
2026-03-15,0.0293611602389736
2026-03-16,0.021042637591108956
2026-03-17,0.021042637591108956
2026-03-18,0.0293611602389736
2026-03-19,0.03284741087457432
2026-03-20,0.04876444029629911
2026-03-21,0.0344976246312596
2026-03-22,0.023509913400685
2026-03-23,0.022763505976580434
2026-03-24,0.021698486194187218
2026-03-25,0.0293611602389736
2026-03-26,0.0293611602389736
2026-03-27,0.0344976246312596
2026-03-28,0.013181640904434555
2026-03-29,0.015250713962642675
2026-03-30,0.021698486194187218
2026-03-31,0.021698486194187218
2026-04-01,0.03284741087457432
2026-04-02,0.021440840342476883
2026-04-03,0.023509913400685
2026-04-04,0.0344976246312596
2026-04-05,0.04361227562000735
2026-04-06,0.023602643466291682
2026-04-07,0.016567255229903127
2026-04-08,0.03284741087457432
2026-04-09,0.023509913400685
2026-04-10,0.013181640904434555
2026-04-11,0.018736964598243398
2026-04-12,0.023509913400685
2026-04-13,0.021698486194187218
2026-04-14,0.016567255229903127
2026-04-15,0.018736964598243398
2026-04-16,0.023509913400685
2026-04-17,0.04709852625560808
2026-04-18,0.023509913400685
2026-04-19,0.025201189471708497
2026-04-20,0.00718014904428049
2026-04-21,0.015911406626824873
2026-04-22,0.015250713962642675
2026-04-23,0.015250713962642675
2026-04-24,0.015250713962642675
2026-04-25,0.023509913400685
2026-04-26,0.015250713962642675
2026-04-27,0.017762503636876495
2026-04-28,0.017049001496613064
2026-04-29,0.04075303363095171
2026-04-30,0.04709852625560808
2026-05-01,0.026996164036285724
2026-05-02,0.023509913400685
2026-05-03,0.015250713962642675
2026-05-04,0.015911406626824873
2026-05-05,0.016567255229903127
2026-05-06,0.015250713962642675
2026-05-07,0.023509913400685
2026-05-08,0.04361227562000735
2026-05-09,0.023509913400685
2026-05-10,0.06087109613427982
2026-05-11,0.017762503636876495
2026-05-12,0.015911406626824873
2026-05-13,0.015250713962642675
2026-05-14,0.023509913400685
2026-05-15,0.06087109613427982
2026-05-16,0.05356275112907317
2026-05-17,0.06085539585027406
2026-05-18,0.00771342448133249
2026-05-19,0.008650386883725941
2026-05-20,0.03346038890975082
2026-05-21,0.023509913400685
2026-05-22,0.021440840342476883
2026-05-23,0.03346038890975082
2026-05-24,0.023509913400685
2026-05-25,0.017762503636876495
2026-05-26,0.011208861667197886
2026-05-27,0.014778015665271028
2026-05-28,0.03346038890975082
2026-05-29,0.026996164036285724
2026-05-30,0.0144780271934833
2026-05-31,0.025201189471708497
2026-06-01,0.017762503636876495
2026-06-02,0.008650386883725941
2026-06-03,0.06694246388942413
2026-06-04,0.06085539585027406
2026-06-05,0.06694246388942413
2026-06-06,0.04709852625560808
2026-06-07,0.023509913400685
2026-06-08,0.006968548148938707
2026-06-09,0.010071266797409696
2026-06-10,0.018736964598243398
2026-06-11,0.026996164036285724
2026-06-12,0.023509913400685
2026-06-13,0.023509913400685
2026-06-14,0.026996164036285724
2026-06-15,0.016567255229903127
2026-06-16,0.01072711540048795
2026-06-17,0.06694246388942413
2026-06-18,0.02394333126140079
2026-06-19,0.009120022997676032
2026-06-20,0.023230469274006946
2026-06-21,0.02216121920749823
2026-06-22,0.00771342448133249
2026-06-23,0.008650386883725941
2026-06-24,0.06085539585027406
2026-06-25,0.02219323355249817
2026-06-26,0.01572900867903308
2026-06-27,0.029485878273699067
2026-06-28,0.03554093196784918
2026-06-29,0.00771342448133249
2026-06-30,0.007123135659964903
2026-07-01,0.05356275112907317
2026-07-02,0.021659958115446173
2026-07-03,0.028952602836647058
2026-07-04,0.01170948260638035
2026-07-05,0.03554093196784918
2026-07-06,0.01056487243090786
2026-07-07,0.008650386883725941
2026-07-08,0.03557294631284912
2026-07-09,0.03557294631284912
2026-07-10,0.03557294631284912
2026-07-11,0.03557294631284912
2026-07-12,0.03554093196784918
2026-07-13,0.00771342448133249
2026-07-14,0.007944540202016398
2026-07-15,0.03476404129045545
2026-07-16,0.03557294631284912
2026-07-17,0.026429844734466208
2026-07-18,0.021659958115446173
2026-07-19,0.028952602836647058
2026-07-20,0.00881747391440996
2026-07-21,0.008650386883725941
2026-07-22,0.037497284939046464
2026-07-23,0.037497284939046464
2026-07-24,0.03557294631284912
2026-07-25,0.037497284939046464
2026-07-26,0.03554093196784918
2026-07-27,0.00771342448133249
2026-07-28,0.010660915465907693
2026-07-29,0.03557294631284912
2026-07-30,0.03557294631284912
2026-07-31,0.03557294631284912
2026-08-01,0.029485878273699067
2026-08-02,0.03251691277361626
2026-08-03,0.010828002496591712
2026-08-04,0.008650386883725941
2026-08-05,0.03557294631284912
2026-08-06,0.03557294631284912
2026-08-07,0.037497284939046464
2026-08-08,0.029485878273699067
2026-08-09,0.026429844734466208
2026-08-10,0.00881747391440996
2026-08-11,0.008650386883725941
2026-08-12,0.037497284939046464
2026-08-13,0.03557294631284912
2026-08-14,0.03557294631284912
2026-08-15,0.037497284939046464
2026-08-16,0.03746527059404652
2026-08-17,0.006403258366886761
2026-08-18,0.007494808280306407
2026-08-19,0.06085539585027406
2026-08-20,0.05356275112907317
2026-08-21,0.06085539585027406
2026-08-22,0.06085539585027406
2026-08-23,0.06694246388942413
2026-08-24,0.00881747391440996
2026-08-25,0.008650386883725941
2026-08-26,0.06694246388942413
2026-08-27,0.03557294631284912
2026-08-28,0.03821014692644031
2026-08-29,0.029485878273699067
2026-08-30,0.03746527059404652
2026-08-31,0.00855434384872611
2026-09-01,0.010660915465907693
2026-09-02,0.03821014692644031
2026-09-03,0.03821014692644031
2026-09-04,0.03821014692644031
2026-09-05,0.03557294631284912
2026-09-06,0.03554093196784918
2026-09-07,0.006403258366886761
2026-09-08,0.008650386883725941
2026-09-09,0.06886680251562147
2026-09-10,0.02219323355249817
2026-09-11,0.029485878273699067
2026-09-12,0.029485878273699067
2026-09-13,0.029453863928699114
2026-09-14,0.00771342448133249
2026-09-15,0.009960552998171673
2026-09-16,0.06694246388942413
2026-09-17,0.029485878273699067
2026-09-18,0.05356275112907317
2026-09-19,0.05356275112907317
2026-09-20,0.06694246388942413
2026-09-21,0.007661895310990426
2026-09-22,0.008650386883725941
2026-09-23,0.06694246388942413
2026-09-24,0.029485878273699067
2026-09-25,0.06694246388942413
2026-09-26,0.06694246388942413
2026-09-27,0.08188043907464965
2026-09-28,0.00986450996317184
2026-09-29,0.007013062013596472
2026-09-30,0.05459998685058195
2026-10-01,0.04709852625560808
2026-10-02,0.06694246388942413
2026-10-03,0.03821014692644031
2026-10-04,0.029453863928699114
2026-10-05,0.006403258366886761
2026-10-06,0.007494808280306407
2026-10-07,0.06085539585027406
2026-10-08,0.05356275112907317
2026-10-09,0.04709852625560808
2026-10-10,0.026996164036285724
2026-10-11,0.026996164036285724
2026-10-12,0.02873387443057576
2026-10-13,0.023602643466291682
2026-10-14,0.05356275112907317
2026-10-15,0.04361227562000735
2026-10-16,0.05356275112907317
2026-10-17,0.04361227562000735
2026-10-18,0.04709852625560808
2026-10-19,0.02873387443057576
2026-10-20,0.02873387443057576
2026-10-21,0.0293611602389736
2026-10-22,0.026996164036285724
2026-10-23,0.026996164036285724
2026-10-24,0.04709852625560808
2026-10-25,0.026996164036285724
2026-10-26,0.022893734601160582
2026-10-27,0.02873387443057576
2026-10-28,0.03931163574803941
2026-10-29,0.05356275112907317
2026-10-30,0.04709852625560808
2026-10-31,0.023509913400685
2026-11-01,0.026996164036285724
2026-11-02,0.02873387443057576
2026-11-03,0.010268196928513289
2026-11-04,0.03821014692644031
2026-11-05,0.0301987402610929
2026-11-06,0.03346038890975082
2026-11-07,0.03346038890975082
2026-11-08,0.03346038890975082
2026-11-09,0.01236444027061742
2026-11-10,0.01236444027061742
2026-11-11,0.031721147423750005
2026-11-12,0.03346038890975082
2026-11-13,0.06694246388942413
2026-11-14,0.05102635178242169
2026-11-15,0.06085539585027406
2026-11-16,0.00881747391440996
2026-11-17,0.01236444027061742
2026-11-18,0.022034052766339643
2026-11-19,0.06085539585027406
2026-11-20,0.06085539585027406
2026-11-21,0.06085539585027406
2026-11-22,0.04075303363095171
2026-11-23,0.00881747391440996
2026-11-24,0.01236444027061742
2026-11-25,0.03346038890975082
2026-11-26,0.04075303363095171
2026-11-27,0.05356275112907317
2026-11-28,0.037497284939046464
2026-11-29,0.02219323355249817
2026-11-30,0.01951474621447833
2026-12-01,0.008958030814067559
2026-12-02,0.04075303363095171
2026-12-03,0.06694246388942413
2026-12-04,0.06895605465502744
2026-12-05,0.06085539585027406
2026-12-06,0.06085539585027406
2026-12-07,0.011437806143301423
2026-12-08,0.006671872646544132
2026-12-09,0.05356275112907317
2026-12-10,0.06085539585027406
2026-12-11,0.06085539585027406
2026-12-12,0.06085539585027406
2026-12-13,0.05102635178242169
2026-12-14,0.0084708003333841
2026-12-15,0.008278714263384435
2026-12-16,0.02442850270254912
2026-12-17,0.041472158566115046
2026-12-18,0.05356275112907317
2026-12-19,0.05356275112907317
2026-12-20,0.03364100497986024
2026-12-21,0.017854593549613586
2026-12-22,0.006554783694491401
2026-12-23,0.034425551115807855
2026-12-24,0.05356275112907317
2026-12-25,0.05356275112907317
2026-12-26,0.06886680251562147
2026-12-27,0.05356275112907317
2026-12-28,0.0182045801000326
2026-12-29,0.0182045801000326
2026-12-30,0.05459998685058195
2026-12-31,0.05356275112907317
2027-01-01,0.03346038890975082
2027-01-02,0.03314943201001605
2027-01-03,0.03346038890975082
2027-01-04,0.03346038890975082
2027-01-05,0.014598178328957585
2027-01-06,0.008958030814067559
2027-01-07,0.041472158566115046
2027-01-08,0.06085539585027406
2027-01-09,0.06333288772988234
2027-01-10,0.05356275112907317
2027-01-11,0.05356275112907317
2027-01-12,0.024900310061079588
2027-01-13,0.017854593549613586
2027-01-14,0.028902492552970553
2027-01-15,0.06753684441398083
2027-01-16,0.06085539585027406
2027-01-17,0.0395311428879067
2027-01-18,0.05102635178242169
2027-01-19,0.0182045801000326
2027-01-20,0.013448083939511576
2027-01-21,0.03679575437061648
2027-01-22,0.03727393688196167
2027-01-23,0.03679575437061648
2027-01-24,0.03346038890975082
2027-01-25,0.03346038890975082
2027-01-26,0.0182045801000326
2027-01-27,0.0182045801000326
2027-01-28,0.04075303363095171
2027-01-29,0.05570275597792025
2027-01-30,0.05356275112907317
2027-01-31,0.06745689102988475
2027-02-01,0.0466399971505314
2027-02-02,0.0231873479201336
2027-02-03,0.005610805986413653
2027-02-04,0.05356275112907317
2027-02-05,0.03346038890975082
2027-02-06,0.03346038890975082
2027-02-07,0.022034052766339636
2027-02-08,0.02442850270254912
2027-02-09,0.02360264346629168
2027-02-10,0.013866441669091213
2027-02-11,0.02442850270254912
2027-02-12,0.046840101670101775
2027-02-13,0.06085539585027406
2027-02-14,0.06886680251562148
2027-02-15,0.06085539585027406
2027-02-16,0.007661895310990426
2027-02-17,0.0182045801000326
2027-02-18,0.026996164036285724
2027-02-19,0.03273324552501677
2027-02-20,0.03679575437061648
2027-02-21,0.041472158566115046
2027-02-22,0.017964277829084024
2027-02-23,0.017049001496613064
2027-02-24,0.017049001496613064
2027-02-25,0.016441870666426918
2027-02-26,0.04075303363095171
2027-02-27,0.05102635178242169
2027-02-28,0.03600675354046292
2027-03-01,0.041472158566115046
2027-03-02,0.02360264346629168
2027-03-03,0.00987828978856884
2027-03-04,0.03346038890975082
2027-03-05,0.03346038890975082
2027-03-06,0.05570275597792025
2027-03-07,0.03679575437061648
2027-03-08,0.023040415867661285
2027-03-09,0.01236444027061742
2027-03-10,0.021698486194187218
2027-03-11,0.03284741087457432
2027-03-12,0.0344976246312596
2027-03-13,0.015250713962642675
2027-03-14,0.015250713962642675
2027-03-15,0.0293611602389736
2027-03-16,0.021042637591108956
2027-03-17,0.021042637591108956
2027-03-18,0.0293611602389736
2027-03-19,0.03284741087457432
2027-03-20,0.04876444029629911
2027-03-21,0.0344976246312596
2027-03-22,0.023509913400685
2027-03-23,0.022763505976580438
2027-03-24,0.021698486194187218
2027-03-25,0.0293611602389736
2027-03-26,0.0293611602389736
2027-03-27,0.0344976246312596
2027-03-28,0.013181640904434555
2027-03-29,0.015250713962642675
2027-03-30,0.021698486194187218
2027-03-31,0.021698486194187218
2027-04-01,0.03284741087457432
2027-04-02,0.021440840342476883
2027-04-03,0.023509913400685
2027-04-04,0.0344976246312596
2027-04-05,0.04361227562000735
2027-04-06,0.02360264346629168
2027-04-07,0.016567255229903127
2027-04-08,0.03284741087457432
2027-04-09,0.023509913400685
2027-04-10,0.013181640904434555
2027-04-11,0.018736964598243398
2027-04-12,0.023509913400685
2027-04-13,0.021698486194187218
2027-04-14,0.016567255229903127
2027-04-15,0.018736964598243398
2027-04-16,0.023509913400685
2027-04-17,0.04709852625560808
2027-04-18,0.023509913400685
2027-04-19,0.025201189471708497
2027-04-20,0.00718014904428049
2027-04-21,0.015911406626824873
2027-04-22,0.015250713962642675
2027-04-23,0.015250713962642675
2027-04-24,0.015250713962642675
2027-04-25,0.023509913400685
2027-04-26,0.015250713962642675
2027-04-27,0.017762503636876495
2027-04-28,0.017049001496613064
2027-04-29,0.04075303363095171
2027-04-30,0.04709852625560808
2027-05-01,0.026996164036285724
2027-05-02,0.023509913400685
2027-05-03,0.015250713962642675
2027-05-04,0.015911406626824873
2027-05-05,0.016567255229903127
2027-05-06,0.015250713962642675
2027-05-07,0.023509913400685
2027-05-08,0.04361227562000735
2027-05-09,0.023509913400685
2027-05-10,0.06087109613427982
2027-05-11,0.017762503636876495
2027-05-12,0.015911406626824873
2027-05-13,0.015250713962642675
2027-05-14,0.023509913400685
2027-05-15,0.06087109613427982
2027-05-16,0.05356275112907317
2027-05-17,0.06085539585027406
2027-05-18,0.00771342448133249
2027-05-19,0.008650386883725941
2027-05-20,0.03346038890975082
2027-05-21,0.023509913400685
2027-05-22,0.021440840342476883
2027-05-23,0.03346038890975082
2027-05-24,0.023509913400685
2027-05-25,0.017762503636876495
2027-05-26,0.011208861667197886
2027-05-27,0.014778015665271028
2027-05-28,0.03346038890975082
2027-05-29,0.026996164036285724
2027-05-30,0.0144780271934833
2027-05-31,0.025201189471708497
2027-06-01,0.017762503636876495
2027-06-02,0.008650386883725941
2027-06-03,0.06694246388942413
2027-06-04,0.06085539585027406
2027-06-05,0.06694246388942413
2027-06-06,0.04709852625560808
2027-06-07,0.023509913400685
2027-06-08,0.006968548148938707
2027-06-09,0.010071266797409694
2027-06-10,0.018736964598243398
2027-06-11,0.026996164036285724
2027-06-12,0.023509913400685
2027-06-13,0.023509913400685
2027-06-14,0.026996164036285724
2027-06-15,0.016567255229903127
2027-06-16,0.010727115400487947
2027-06-17,0.06694246388942413
2027-06-18,0.02394333126140079
2027-06-19,0.009120022997676032
2027-06-20,0.02323046927400695
2027-06-21,0.02216121920749823
2027-06-22,0.00771342448133249
2027-06-23,0.008650386883725941
2027-06-24,0.06085539585027406
2027-06-25,0.02219323355249817
2027-06-26,0.01572900867903308
2027-06-27,0.02948587827369906
2027-06-28,0.03554093196784918
2027-06-29,0.00771342448133249
2027-06-30,0.007123135659964903
2027-07-01,0.05356275112907317
2027-07-02,0.021659958115446173
2027-07-03,0.028952602836647058
2027-07-04,0.011709482606380352
2027-07-05,0.03554093196784918
2027-07-06,0.01056487243090786
2027-07-07,0.008650386883725941
2027-07-08,0.03557294631284912
2027-07-09,0.03557294631284912
2027-07-10,0.03557294631284912
2027-07-11,0.03557294631284912
2027-07-12,0.03554093196784918
2027-07-13,0.00771342448133249
2027-07-14,0.007944540202016398
2027-07-15,0.03476404129045545
2027-07-16,0.03557294631284912
2027-07-17,0.026429844734466208
2027-07-18,0.021659958115446173
2027-07-19,0.028952602836647058
2027-07-20,0.00881747391440996
2027-07-21,0.008650386883725941
2027-07-22,0.037497284939046464
2027-07-23,0.037497284939046464
2027-07-24,0.03557294631284912
2027-07-25,0.037497284939046464
2027-07-26,0.03554093196784918
2027-07-27,0.00771342448133249
2027-07-28,0.010660915465907693
2027-07-29,0.03557294631284912
2027-07-30,0.03557294631284912
2027-07-31,0.03557294631284912
2027-08-01,0.02948587827369906
2027-08-02,0.03251691277361626
2027-08-03,0.010828002496591712
2027-08-04,0.008650386883725941
2027-08-05,0.03557294631284912
2027-08-06,0.03557294631284912
2027-08-07,0.037497284939046464
2027-08-08,0.02948587827369906
2027-08-09,0.026429844734466208
2027-08-10,0.00881747391440996
2027-08-11,0.008650386883725941
2027-08-12,0.037497284939046464
2027-08-13,0.03557294631284912
2027-08-14,0.03557294631284912
2027-08-15,0.037497284939046464
2027-08-16,0.03746527059404652
2027-08-17,0.006403258366886761
2027-08-18,0.007494808280306407
2027-08-19,0.06085539585027406
2027-08-20,0.05356275112907317
2027-08-21,0.06085539585027406
2027-08-22,0.06085539585027406
2027-08-23,0.06694246388942413
2027-08-24,0.00881747391440996
2027-08-25,0.008650386883725941
2027-08-26,0.06694246388942413
2027-08-27,0.03557294631284912
2027-08-28,0.03821014692644031
2027-08-29,0.02948587827369906
2027-08-30,0.03746527059404652
2027-08-31,0.00855434384872611
2027-09-01,0.010660915465907693
2027-09-02,0.03821014692644031
2027-09-03,0.03821014692644031
2027-09-04,0.03821014692644031
2027-09-05,0.03557294631284912
2027-09-06,0.03554093196784918
2027-09-07,0.006403258366886761
2027-09-08,0.008650386883725941
2027-09-09,0.06886680251562148
2027-09-10,0.02219323355249817
2027-09-11,0.02948587827369906
2027-09-12,0.02948587827369906
2027-09-13,0.029453863928699114
2027-09-14,0.00771342448133249
2027-09-15,0.00996055299817167
2027-09-16,0.06694246388942413
