component_from,component_to,attribute,timestamp,value,scenario
Existing_Solar,RPS,multiplier,2031-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2031-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2031-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2031-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2031-01-01,1.0,Base
New_Solar,RPS,multiplier,2031-01-01,1.0,Base
New_Wind,RPS,multiplier,2031-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2031-01-01,1.0,Base
New_CCGT,RPS,multiplier,2031-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2032-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2032-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2032-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2032-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2032-01-01,1.0,Base
New_Solar,RPS,multiplier,2032-01-01,1.0,Base
New_Wind,RPS,multiplier,2032-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2032-01-01,1.0,Base
New_CCGT,RPS,multiplier,2032-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2033-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2033-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2033-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2033-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2033-01-01,1.0,Base
New_Solar,RPS,multiplier,2033-01-01,1.0,Base
New_Wind,RPS,multiplier,2033-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2033-01-01,1.0,Base
New_CCGT,RPS,multiplier,2033-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2034-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2034-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2034-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2034-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2034-01-01,1.0,Base
New_Solar,RPS,multiplier,2034-01-01,1.0,Base
New_Wind,RPS,multiplier,2034-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2034-01-01,1.0,Base
New_CCGT,RPS,multiplier,2034-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2035-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2035-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2035-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2035-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2035-01-01,1.0,Base
New_Solar,RPS,multiplier,2035-01-01,1.0,Base
New_Wind,RPS,multiplier,2035-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2035-01-01,1.0,Base
New_CCGT,RPS,multiplier,2035-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2036-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2036-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2036-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2036-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2036-01-01,1.0,Base
New_Solar,RPS,multiplier,2036-01-01,1.0,Base
New_Wind,RPS,multiplier,2036-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2036-01-01,1.0,Base
New_CCGT,RPS,multiplier,2036-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2037-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2037-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2037-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2037-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2037-01-01,1.0,Base
New_Solar,RPS,multiplier,2037-01-01,1.0,Base
New_Wind,RPS,multiplier,2037-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2037-01-01,1.0,Base
New_CCGT,RPS,multiplier,2037-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2038-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2038-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2038-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2038-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2038-01-01,1.0,Base
New_Solar,RPS,multiplier,2038-01-01,1.0,Base
New_Wind,RPS,multiplier,2038-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2038-01-01,1.0,Base
New_CCGT,RPS,multiplier,2038-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2039-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2039-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2039-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2039-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2039-01-01,1.0,Base
New_Solar,RPS,multiplier,2039-01-01,1.0,Base
New_Wind,RPS,multiplier,2039-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2039-01-01,1.0,Base
New_CCGT,RPS,multiplier,2039-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2040-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2040-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2040-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2040-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2040-01-01,1.0,Base
New_Solar,RPS,multiplier,2040-01-01,1.0,Base
New_Wind,RPS,multiplier,2040-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2040-01-01,1.0,Base
New_CCGT,RPS,multiplier,2040-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2041-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2041-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2041-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2041-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2041-01-01,1.0,Base
New_Solar,RPS,multiplier,2041-01-01,1.0,Base
New_Wind,RPS,multiplier,2041-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2041-01-01,1.0,Base
New_CCGT,RPS,multiplier,2041-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2042-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2042-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2042-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2042-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2042-01-01,1.0,Base
New_Solar,RPS,multiplier,2042-01-01,1.0,Base
New_Wind,RPS,multiplier,2042-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2042-01-01,1.0,Base
New_CCGT,RPS,multiplier,2042-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2043-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2043-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2043-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2043-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2043-01-01,1.0,Base
New_Solar,RPS,multiplier,2043-01-01,1.0,Base
New_Wind,RPS,multiplier,2043-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2043-01-01,1.0,Base
New_CCGT,RPS,multiplier,2043-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2044-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2044-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2044-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2044-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2044-01-01,1.0,Base
New_Solar,RPS,multiplier,2044-01-01,1.0,Base
New_Wind,RPS,multiplier,2044-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2044-01-01,1.0,Base
New_CCGT,RPS,multiplier,2044-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2045-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2045-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2045-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2045-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2045-01-01,1.0,Base
New_Solar,RPS,multiplier,2045-01-01,1.0,Base
New_Wind,RPS,multiplier,2045-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2045-01-01,1.0,Base
New_CCGT,RPS,multiplier,2045-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2046-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2046-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2046-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2046-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2046-01-01,1.0,Base
New_Solar,RPS,multiplier,2046-01-01,1.0,Base
New_Wind,RPS,multiplier,2046-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2046-01-01,1.0,Base
New_CCGT,RPS,multiplier,2046-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2047-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2047-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2047-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2047-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2047-01-01,1.0,Base
New_Solar,RPS,multiplier,2047-01-01,1.0,Base
New_Wind,RPS,multiplier,2047-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2047-01-01,1.0,Base
New_CCGT,RPS,multiplier,2047-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2048-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2048-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2048-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2048-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2048-01-01,1.0,Base
New_Solar,RPS,multiplier,2048-01-01,1.0,Base
New_Wind,RPS,multiplier,2048-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2048-01-01,1.0,Base
New_CCGT,RPS,multiplier,2048-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2049-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2049-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2049-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2049-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2049-01-01,1.0,Base
New_Solar,RPS,multiplier,2049-01-01,1.0,Base
New_Wind,RPS,multiplier,2049-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2049-01-01,1.0,Base
New_CCGT,RPS,multiplier,2049-01-01,1.0,Base
Existing_Solar,RPS,multiplier,2050-01-01,1.0,Base
Existing_Wind,RPS,multiplier,2050-01-01,1.0,Base
Existing_Hydro,RPS,multiplier,2050-01-01,1.0,Base
Existing_Geothermal,RPS,multiplier,2050-01-01,1.0,Base
Existing_CCGT,RPS,multiplier,2050-01-01,1.0,Base
New_Solar,RPS,multiplier,2050-01-01,1.0,Base
New_Wind,RPS,multiplier,2050-01-01,1.0,Base
New_Paired_Solar,RPS,multiplier,2050-01-01,1.0,Base
New_CCGT,RPS,multiplier,2050-01-01,1.0,Base
