component_from,component_to,attribute,timestamp,value,scenario
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2044-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2045-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2046-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2047-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2048-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2049-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,forward_dir_multiplier,2050-01-01,0.0,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2025-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2026-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2027-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2028-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2029-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2030-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2031-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2032-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2033-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2034-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2035-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2036-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2037-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2038-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2039-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2040-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2041-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2042-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2043-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2044-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2045-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2046-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2047-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2048-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2049-01-01,0.371,Base
Zone_A_to_Zone_B_New_Build,GHG,reverse_dir_multiplier,2050-01-01,0.371,Base
