timestamp,BANC_Hydro
11/1/2012,0.04049
12/1/2012,0.11353
1/1/2013,0.0649
2/1/2013,0.04186
3/1/2013,0.07039
4/1/2013,0.13721
5/1/2013,0.23647
6/1/2013,0.28583
7/1/2013,0.34466
8/1/2013,0.26505
9/1/2013,0.12779
10/1/2013,0.07882
11/1/2013,0.01373
12/1/2013,0.02
1/1/2014,0.00922
2/1/2014,0.0052
3/1/2014,0.01539
4/1/2014,0.07186
5/1/2014,0.11392
6/1/2014,0.16211
7/1/2014,0.22456
8/1/2014,0.1898
9/1/2014,0.05412
10/1/2014,0.04632
11/1/2014,0.0226
12/1/2014,0.0123
1/1/2015,0.01363
2/1/2015,0.01029
3/1/2015,0.01402
4/1/2015,0.04284
5/1/2015,0.07456
6/1/2015,0.12132
7/1/2015,0.14931
8/1/2015,0.13422
9/1/2015,0.08623
10/1/2015,0.03716
11/1/2015,0.00716
12/1/2015,0.01647
1/1/2016,0.03265
2/1/2016,0.07221
3/1/2016,0.19279
4/1/2016,0.17814
5/1/2016,0.25343
6/1/2016,0.23726
7/1/2016,0.26574
8/1/2016,0.23931
9/1/2016,0.15314
10/1/2016,0.09613
11/1/2016,0.06422
12/1/2016,0.15118
1/1/2017,0.37672
2/1/2017,0.39765
3/1/2017,0.36025
4/1/2017,0.3627
5/1/2017,0.45338
6/1/2017,0.42235
7/1/2017,0.36809
8/1/2017,0.33882
9/1/2017,0.20927
10/1/2017,0.1398
11/1/2017,0.0848
12/1/2017,0.11598
1/1/2018,0.06412
2/1/2018,0.05917
3/1/2018,0.09667
4/1/2018,0.21873
5/1/2018,0.29098
6/1/2018,0.27118
7/1/2018,0.30559
8/1/2018,0.23677
9/1/2018,0.17005
10/1/2018,0.09966
11/1/2018,0.04392
12/1/2018,0.05338
1/1/2019,0.05201
2/1/2019,0.1348
3/1/2019,0.39745
4/1/2019,0.44128
5/1/2019,0.3675
6/1/2019,0.44466
7/1/2019,0.355
8/1/2019,0.34324
9/1/2019,0.21549
10/1/2019,0.18054
11/1/2019,0.09044
12/1/2019,0.09186
1/1/2020,0.06809
2/1/2020,0.05284
3/1/2020,0.11451
4/1/2020,0.18907
5/1/2020,0.24779
6/1/2020,0.28431
7/1/2020,0.30593
8/1/2020,0.27564
9/1/2020,0.17564
10/1/2020,0.09378
11/1/2020,0.04201
12/1/2020,0.02431
