timestamp,PGE_Hydro
12/1/13,0
1/1/14,0
2/1/14,0
3/1/14,0
4/1/14,0.026549425
5/1/14,0.128388563
6/1/14,0.130179753
7/1/14,0.1512959
8/1/14,0.086693626
9/1/14,0.024977158
10/1/14,0
11/1/14,0
12/1/14,0
1/1/15,0
2/1/15,0
3/1/15,0
4/1/15,0
5/1/15,0.003562479
6/1/15,0.040062963
7/1/15,0.118656427
8/1/15,0.082394768
9/1/15,0.041376503
10/1/15,0
11/1/15,0
12/1/15,0
1/1/16,0.000776183
2/1/16,0.061417936
3/1/16,0.222008125
4/1/16,0.228595726
5/1/16,0.295228017
6/1/16,0.334017245
7/1/16,0.382140566
8/1/16,0.274310891
9/1/16,0.200474034
10/1/16,0.09594811
11/1/16,0.092365729
12/1/16,0.16604337
1/1/17,0.356407127
2/1/17,0.294730464
3/1/17,0.477252787
4/1/17,0.458783622
5/1/17,0.533018521
6/1/17,0.463520326
7/1/17,0.509673337
8/1/17,0.434463234
9/1/17,0.282908606
10/1/17,0.145245656
11/1/17,0.105680246
12/1/17,0.107113198
1/1/18,0.094893298
2/1/18,0.020280258
3/1/18,0.123154305
4/1/18,0.324921977
5/1/18,0.301994737
6/1/18,0.267046618
7/1/18,0.32551904
8/1/18,0.282052815
9/1/18,0.207897523
10/1/18,0.059984983
11/1/18,0.024798039
12/1/18,0.078036204
1/1/19,0.083529189
2/1/19,0.180591818
3/1/19,0.492179375
4/1/19,0.535088342
5/1/19,0.558572841
6/1/19,0.532560773
7/1/19,0.530948701
8/1/19,0.444135663
9/1/19,0.289635522
10/1/19,0.178880236
11/1/19,0.105521029
12/1/19,0.174680889
1/1/20,0.120905366
2/1/20,0.039426096
3/1/20,0.022350078
4/1/20,0.124149411
5/1/20,0.261931774
6/1/20,0.207519383
7/1/20,0.224376477
8/1/20,0.233889689
9/1/20,0.094853494
10/1/20,0.06991614
11/1/20,0.01249853
12/1/20,0
