timestamp,CAISO_Hydro
7/1/2005,0.38301
8/1/2005,0.28291
9/1/2005,0.18814
10/1/2005,0.10635
11/1/2005,0.07789
12/1/2005,0.16269
1/1/2006,0.28713
2/1/2006,0.21695
3/1/2006,0.32653
4/1/2006,0.38043
5/1/2006,0.42282
6/1/2006,0.36403
7/1/2006,0.39947
8/1/2006,0.29157
9/1/2006,0.17202
10/1/2006,0.111
11/1/2006,0.12055
12/1/2006,0.1351
1/1/2007,0.08133
2/1/2007,0.05158
3/1/2007,0.10928
4/1/2007,0.08696
5/1/2007,0.16128
6/1/2007,0.12327
7/1/2007,0.2339
8/1/2007,0.18399
9/1/2007,0.10994
10/1/2007,0.0473
11/1/2007,0.04811
12/1/2007,0.02741
1/1/2008,0.02267
2/1/2008,0.00227
3/1/2008,0.01186
4/1/2008,0.14651
5/1/2008,0.19401
6/1/2008,0.14107
7/1/2008,0.26531
8/1/2008,0.29119
9/1/2008,0.06734
10/1/2008,0
11/1/2008,0.00216
12/1/2008,0
1/1/2009,0.00363
2/1/2009,0.03194
3/1/2009,0.12217
4/1/2009,0.16189
5/1/2009,0.26329
6/1/2009,0.24173
7/1/2009,0.32755
8/1/2009,0.2253
9/1/2009,0.12803
10/1/2009,0.05964
11/1/2009,0.00195
12/1/2009,0.00664
1/1/2010,0.01627
2/1/2010,0.02654
3/1/2010,0.11686
4/1/2010,0.14942
5/1/2010,0.27633
6/1/2010,0.32919
7/1/2010,0.38717
8/1/2010,0.30508
9/1/2010,0.18535
10/1/2010,0.07699
11/1/2010,0.09919
12/1/2010,0.19843
1/1/2011,0.2238
2/1/2011,0.13499
3/1/2011,0.27848
4/1/2011,0.37548
5/1/2011,0.43515
6/1/2011,0.39174
7/1/2011,0.46867
8/1/2011,0.35061
9/1/2011,0.24367
10/1/2011,0.09332
11/1/2011,0.07714
12/1/2011,0.06671
1/1/2012,0.01434
2/1/2012,0.006
3/1/2012,0.05026
4/1/2012,0.12671
5/1/2012,0.25514
6/1/2012,0.2032
7/1/2012,0.25323
8/1/2012,0.21278
9/1/2012,0.17231
10/1/2012,0.07567
11/1/2012,0.04541
12/1/2012,0.07184
1/1/2013,0.06782
2/1/2013,0.04967
3/1/2013,0.08918
4/1/2013,0.13675
5/1/2013,0.16797
6/1/2013,0.17436
7/1/2013,0.25042
8/1/2013,0.17996
9/1/2013,0.09307
10/1/2013,0.02712
11/1/2013,0.00105
12/1/2013,0.00188
1/1/2014,0.00294
2/1/2014,0.00491
3/1/2014,0.01126
4/1/2014,0.03579
5/1/2014,0.1274
6/1/2014,0.12663
7/1/2014,0.14623
8/1/2014,0.08372
9/1/2014,0.02676
10/1/2014,0.00006
11/1/2014,0.00381
12/1/2014,0.00044
1/1/2015,0.00674
2/1/2015,0.00275
3/1/2015,0.01009
4/1/2015,0.01073
5/1/2015,0.01015
6/1/2015,0.04317
7/1/2015,0.11363
8/1/2015,0.08128
9/1/2015,0.04248
10/1/2015,0.00201
11/1/2015,0.00299
12/1/2015,0.00287
1/1/2016,0.00453
2/1/2016,0.06058
3/1/2016,0.21233
4/1/2016,0.21881
5/1/2016,0.27645
6/1/2016,0.31204
7/1/2016,0.35473
8/1/2016,0.25442
9/1/2016,0.18721
10/1/2016,0.08847
11/1/2016,0.08936
12/1/2016,0.15285
1/1/2017,0.32582
2/1/2017,0.26955
3/1/2017,0.44345
4/1/2017,0.42749
5/1/2017,0.49418
6/1/2017,0.42974
7/1/2017,0.47251
8/1/2017,0.40032
9/1/2017,0.26089
10/1/2017,0.13511
11/1/2017,0.1017
12/1/2017,0.10068
1/1/2018,0.08709
2/1/2018,0.02364
3/1/2018,0.12003
4/1/2018,0.30712
5/1/2018,0.28651
6/1/2018,0.25314
7/1/2018,0.30376
8/1/2018,0.26296
9/1/2018,0.195
10/1/2018,0.05856
11/1/2018,0.02735
12/1/2018,0.0719
1/1/2019,0.07729
2/1/2019,0.16866
3/1/2019,0.4548
4/1/2019,0.49716
5/1/2019,0.52008
6/1/2019,0.49454
7/1/2019,0.49394
8/1/2019,0.41209
9/1/2019,0.26916
10/1/2019,0.16687
11/1/2019,0.09912
12/1/2019,0.15911
1/1/2020,0.11043
2/1/2020,0.03933
3/1/2020,0.02439
4/1/2020,0.12258
5/1/2020,0.25164
6/1/2020,0.20009
7/1/2020,0.21405
8/1/2020,0.2216
9/1/2020,0.09115
10/1/2020,0.07001
11/1/2020,0.01725
12/1/2020,0.00182
