timestamp,LDWP_Hydro
8/1/2005,0.023671
9/1/2005,0.006465
10/1/2005,0.022676
11/1/2005,0.037595
12/1/2005,0.030533
1/1/2006,0.059475
2/1/2006,0.048933
3/1/2006,0.063155
4/1/2006,0.087323
5/1/2006,0.098363
6/1/2006,0.100551
7/1/2006,0.055497
8/1/2006,0.035606
9/1/2006,0.012532
10/1/2006,0.019295
11/1/2006,0.039087
12/1/2006,0.036004
1/1/2007,0.004973
2/1/2007,0.005172
3/1/2007,0.023174
4/1/2007,0.026356
5/1/2007,0.036899
6/1/2007,0.029439
7/1/2007,0.02924
8/1/2007,0.015814
9/1/2007,0.005669
10/1/2007,0.000895
11/1/2007,0.001392
12/1/2007,0
1/1/2008,0.005669
2/1/2008,0.00547
3/1/2008,0.018996
4/1/2008,0.046447
5/1/2008,0.053806
6/1/2008,0.037794
7/1/2008,0.034909
8/1/2008,0.033815
9/1/2008,0.006067
10/1/2008,0
11/1/2008,0.005172
12/1/2008,0
1/1/2009,0.008752
2/1/2009,0.005669
3/1/2009,0.019295
4/1/2009,0.028047
5/1/2009,0.03481
6/1/2009,0.021085
7/1/2009,0.020588
8/1/2009,0.011835
9/1/2009,0.002785
10/1/2009,0.003183
11/1/2009,0.004674
12/1/2009,0.004476
1/1/2010,0.004774
2/1/2010,0
3/1/2010,0.023472
4/1/2010,0.037296
5/1/2010,0.068824
6/1/2010,0.081058
7/1/2010,0.056691
8/1/2010,0.04028
9/1/2010,0.021383
10/1/2010,0.011736
11/1/2010,0.018797
12/1/2010,0.041474
1/1/2011,0.015515
2/1/2011,0.005669
3/1/2011,0.04396
4/1/2011,0.057984
5/1/2011,0.061663
6/1/2011,0.058481
7/1/2011,0.050226
8/1/2011,0.031329
9/1/2011,0.014521
10/1/2011,0
11/1/2011,0.003978
12/1/2011,0.001094
1/1/2012,0.011537
2/1/2012,0.014521
3/1/2012,0.022975
4/1/2012,0.040181
5/1/2012,0.056492
6/1/2012,0.046645
7/1/2012,0.036401
8/1/2012,0.02934
9/1/2012,0.013128
10/1/2012,0.001293
11/1/2012,0.008553
12/1/2012,0.003978
1/1/2013,0.007559
2/1/2013,0.00915
3/1/2013,0.02377
4/1/2013,0.027848
5/1/2013,0.023174
6/1/2013,0.019891
7/1/2013,0.017902
8/1/2013,0.015615
9/1/2013,0.007061
10/1/2013,0.011338
11/1/2013,0.002486
12/1/2013,0.004476
1/1/2014,0.007161
2/1/2014,0.011835
3/1/2014,0.027152
4/1/2014,0.027947
5/1/2014,0.025262
6/1/2014,0.019394
7/1/2014,0.020289
8/1/2014,0.011438
9/1/2014,0.009647
10/1/2014,0.000099
11/1/2014,0.00925
12/1/2014,0.001094
1/1/2015,0.016311
2/1/2015,0.006664
3/1/2015,0.024367
4/1/2015,0.025859
5/1/2015,0.016609
6/1/2015,0.016112
7/1/2015,0.013427
8/1/2015,0.015018
9/1/2015,0.011537
10/1/2015,0.004873
11/1/2015,0.007161
12/1/2015,0.006962
1/1/2016,0.00925
2/1/2016,0.011239
3/1/2016,0.024367
4/1/2016,0.025561
5/1/2016,0.018201
6/1/2016,0.018797
7/1/2016,0.016013
8/1/2016,0.01094
9/1/2016,0.011139
10/1/2016,0.002586
11/1/2016,0.012631
12/1/2016,0.003879
1/1/2017,0.054503
2/1/2017,0.048734
3/1/2017,0.088716
4/1/2017,0.088517
5/1/2017,0.099955
6/1/2017,0.086229
7/1/2017,0.076781
8/1/2017,0.057785
9/1/2017,0.031727
10/1/2017,0.017007
11/1/2017,0.017107
12/1/2017,0.013029
1/1/2018,0.001591
2/1/2018,0.012432
3/1/2018,0.018996
4/1/2018,0.049828
5/1/2018,0.04953
6/1/2018,0.041673
7/1/2018,0.037098
8/1/2018,0.085732
9/1/2018,0.060868
10/1/2018,0.046049
11/1/2018,0.018002
12/1/2018,0.003879
1/1/2019,0.002884
2/1/2019,0.010841
3/1/2019,0.052315
4/1/2019,0.133273
5/1/2019,0.092296
6/1/2019,0.063056
7/1/2019,0.065642
8/1/2019,0.063852
9/1/2019,0.093888
10/1/2019,0.086229
11/1/2019,0.00726
12/1/2019,0.000497
1/1/2020,0.000696
2/1/2020,0.020687
3/1/2020,0.047143
4/1/2020,0.04575
5/1/2020,0.085235
6/1/2020,0.051022
7/1/2020,0.036998
8/1/2020,0.08066
9/1/2020,0.075886
10/1/2020,0.015217
11/1/2020,0.014123
12/1/2020,0.01462
