timestamp,SW_Hydro
11/1/2011,0.347127
12/1/2011,0.351806
1/1/2012,0.305252
2/1/2012,0.304949
3/1/2012,0.305602
4/1/2012,0.349629
5/1/2012,0.314146
6/1/2012,0.34646
7/1/2012,0.359834
8/1/2012,0.326853
9/1/2012,0.246053
10/1/2012,0.196436
11/1/2012,0.253097
12/1/2012,0.250061
1/1/2013,0.271554
2/1/2013,0.263756
3/1/2013,0.295262
4/1/2013,0.307458
5/1/2013,0.296115
6/1/2013,0.352183
7/1/2013,0.340661
8/1/2013,0.314621
9/1/2013,0.252075
10/1/2013,0.222728
11/1/2013,0.205732
12/1/2013,0.211309
1/1/2014,0.269093
2/1/2014,0.268374
3/1/2014,0.288221
4/1/2014,0.296922
5/1/2014,0.277671
6/1/2014,0.302153
7/1/2014,0.343663
8/1/2014,0.307306
9/1/2014,0.267488
10/1/2014,0.226176
11/1/2014,0.25597
12/1/2014,0.266946
1/1/2015,0.31417
2/1/2015,0.262439
3/1/2015,0.314251
4/1/2015,0.321071
5/1/2015,0.303139
6/1/2015,0.339412
7/1/2015,0.390239
8/1/2015,0.33221
9/1/2015,0.306302
10/1/2015,0.241701
11/1/2015,0.240009
12/1/2015,0.288718
1/1/2016,0.298132
2/1/2016,0.309935
3/1/2016,0.325659
4/1/2016,0.341974
5/1/2016,0.317837
6/1/2016,0.353716
7/1/2016,0.379076
8/1/2016,0.345858
9/1/2016,0.302706
10/1/2016,0.242532
11/1/2016,0.26438
12/1/2016,0.293471
1/1/2017,0.304069
2/1/2017,0.290454
3/1/2017,0.319985
4/1/2017,0.308594
5/1/2017,0.304647
6/1/2017,0.342882
7/1/2017,0.371771
8/1/2017,0.361639
9/1/2017,0.28962
10/1/2017,0.262842
11/1/2017,0.275239
12/1/2017,0.279661
1/1/2018,0.309216
2/1/2018,0.336601
3/1/2018,0.351254
4/1/2018,0.351527
5/1/2018,0.338535
6/1/2018,0.360678
7/1/2018,0.361913
8/1/2018,0.360632
9/1/2018,0.292496
10/1/2018,0.254735
11/1/2018,0.253889
12/1/2018,0.258439
1/1/2019,0.273453
2/1/2019,0.304233
3/1/2019,0.312871
4/1/2019,0.328337
5/1/2019,0.330037
6/1/2019,0.351631
7/1/2019,0.384588
8/1/2019,0.37716
9/1/2019,0.306389
10/1/2019,0.262964
11/1/2019,0.258273
12/1/2019,0.239509
1/1/2020,0.277811
2/1/2020,0.304854
3/1/2020,0.286185
4/1/2020,0.317424
5/1/2020,0.334966
6/1/2020,0.341346
7/1/2020,0.351026
8/1/2020,0.362684
9/1/2020,0.275385
10/1/2020,0.28166
11/1/2020,0.282163
12/1/2020,0.265843
